Soil_Moisture,Crop_Growth_Stage,sol_chaud_sec,Mulching_Used,Wind_Speed_kmh,Rainfall_mm,Temperature_C,besoin_eau
24.56,0,14.386408,0,17.2,17.31,19.07,1
30.52,0,18.724860000000003,0,3.37,1176.46,26.95,0
25.27,1,21.649281,1,17.84,198.1,28.97,0
44.64,2,13.463552,1,5.87,2201.44,24.32,0
53.79,1,14.37131,0,8.05,806.39,31.1,0
44.54,1,19.887956,1,6.01,443.99,35.86,0
59.39,3,10.448953,0,14.9,15.7,25.73,1
32.45,2,19.84619,1,1.19,2275.96,29.38,0
64.66,1,10.453572,0,12.81,107.58,29.58,1
24.72,2,27.748208,1,2.03,560.83,36.86,0
21.74,0,22.03019,0,7.94,900.07,28.15,1
16.35,3,30.791565,0,6.94,2308.87,36.81,1
55.37,0,14.870716000000002,1,12.98,2189.75,33.32,1
29.93,3,19.892873,1,6.84,335.24,28.39,0
46.41,1,11.066335,0,12.85,2126.06,20.65,0
63.91,2,4.919067,1,13.13,729.41,13.63,0
37.82,3,18.150342,1,9.41,318.58,29.19,0
40.22,2,9.965326,1,7.04,1962.96,16.67,0
60.01,2,14.128467,1,13.65,2142.45,35.33,0
33.77,3,14.352040999999998,1,2.57,1479.72,21.67,0
43.45,1,8.895314999999998,0,18.52,1553.94,15.73,0
13.82,3,23.087622,0,5.73,1031.3,26.79,1
46.05,3,17.134520000000002,1,2.19,2055.85,31.76,0
18.4,0,10.53456,1,18.28,1246.04,12.91,1
37.77,3,18.799683,0,5.89,1353.39,30.21,1
30.14,3,19.63066,0,18.5,457.03,28.1,1
49.76,1,7.671647999999999,0,9.03,2350.73,15.27,0
38.25,3,8.064549999999999,0,14.57,574.63,13.06,1
12.41,1,14.522422,0,18.7,661.55,16.58,1
25.31,0,27.530734,0,15.34,2352.67,36.86,1
40.98,2,12.801438000000005,1,7.06,1019.51,21.69,0
29.49,3,27.393135000000004,1,9.98,617.07,38.85,0
55.31,0,6.042088,1,7.6,604.35,13.52,0
14.12,0,11.490744,0,0.9,2066.13,13.38,1
49.41,1,14.767221,1,19.4,2471.76,29.19,0
13.62,3,22.519266,1,12.05,1100.94,26.07,1
12.89,0,16.646721,1,15.97,1774.39,19.11,1
34.72,1,12.122496000000002,0,5.62,1630.49,18.57,0
61.66,2,13.997934000000004,0,7.27,830.02,36.51,0
58.15,0,16.827885,1,13.29,2284.11,40.21,1
8.4,0,34.2584,1,18.59,2155.46,37.4,1
38.26,1,10.600758,1,1.06,147.41,17.17,0
18.59,3,27.264209000000005,1,4.72,1656.88,33.49,1
43.49,2,8.092232,0,14.8,1171.28,14.32,0
15.47,2,26.001428,0,16.72,1026.98,30.76,1
54.75,2,11.46635,0,3.19,1213.17,25.34,0
43.0,2,12.54,1,7.32,762.38,22.0,0
22.5,0,24.660500000000003,1,19.4,553.83,31.82,1
21.82,1,28.285524,0,19.46,63.83,36.18,1
21.19,2,29.348844000000003,1,3.3,1080.21,37.24,0
24.22,3,24.749748,0,11.34,1151.9,32.66,1
26.21,3,18.654112,0,5.13,311.31,25.28,0
40.78,1,11.482758000000002,1,18.08,486.52,19.39,0
41.48,3,18.252388000000003,0,1.3,2428.03,31.19,1
54.71,1,7.287160999999999,0,17.27,765.04,16.09,0
42.04,0,23.804172,1,5.38,1938.46,41.07,0
46.87,3,18.924906000000004,1,19.7,296.22,35.62,1
38.53,3,14.580684,1,6.0,1752.31,23.72,0
31.29,0,27.099224,0,9.19,581.01,39.44,1
38.64,1,24.936704,0,18.81,1236.63,40.64,0
61.63,2,9.933993,1,10.84,1506.03,25.89,0
62.07,0,10.586263,0,6.47,690.91,27.91,0
51.84,3,15.786847999999996,0,13.72,2066.61,32.78,1
24.52,3,21.428772,0,10.01,286.15,28.39,1
11.6,0,31.90356,0,11.29,655.63,36.09,1
57.14,3,16.22251,1,19.63,1754.86,37.85,1
37.96,2,12.947748000000002,1,15.87,1569.6,20.87,0
58.52,1,6.296663999999999,1,6.44,232.16,15.18,0
33.1,1,28.098000000000003,0,12.82,2488.07,42.0,0
15.12,1,21.907528,1,5.51,1662.42,25.81,0
50.1,3,14.89016,1,17.7,2100.21,29.84,0
45.59,2,15.332738,0,1.46,1821.6,28.18,0
41.94,3,20.43712,0,7.62,2385.45,35.2,1
18.28,0,13.835195999999998,1,0.76,1962.6,16.93,1
47.29,1,6.456975,1,2.92,822.35,12.25,0
39.68,2,12.926576,1,3.55,413.65,21.43,0
19.58,3,25.042788,1,17.68,1474.55,31.14,1
10.55,1,18.471425,0,4.72,1706.04,20.65,0
51.75,0,18.108225,0,18.83,1666.05,37.53,1
60.18,1,14.09628,1,1.46,304.46,35.4,0
61.14,2,12.781054,1,12.46,1396.89,32.89,0
18.92,2,26.545592,0,2.97,1205.71,32.74,1
62.64,2,12.523072000000004,0,5.2,1525.16,33.52,0
34.64,3,12.522976,0,13.49,412.91,19.16,1
49.47,3,19.580375000000004,1,18.06,1887.01,38.75,1
31.9,1,21.36978,1,8.09,2126.39,31.38,0
28.32,1,20.328448,1,13.25,1861.85,28.36,0
24.61,1,10.939089,1,1.6,257.44,14.51,1
11.27,2,33.89486,0,15.77,615.34,38.2,1
61.11,0,8.411907,1,18.24,1541.91,21.63,0
57.57,1,16.089456000000002,1,4.34,1920.35,37.92,0
58.25,3,13.1262,0,9.42,2493.45,31.44,1
22.19,3,19.615901,1,2.28,800.33,25.21,1
53.49,1,12.79025,1,18.05,1629.29,27.5,0
33.96,1,21.852636,1,17.87,2390.78,33.09,0
40.8,3,15.415680000000002,0,2.12,116.96,26.04,1
30.85,3,26.850945,1,5.14,1486.09,38.83,0
54.34,0,14.159166,1,12.41,1189.46,31.01,1
53.48,1,7.768840000000001,1,8.82,18.83,16.7,0
9.66,0,12.304308,0,3.96,572.24,13.62,1
22.92,3,25.983668,1,14.1,1133.13,33.71,1
60.81,0,12.144981,1,4.93,1219.84,30.99,0
43.16,2,22.770104000000003,0,18.6,1755.97,40.06,0
57.88,2,16.300440000000002,1,0.95,1498.99,38.7,0
44.0,2,20.4232,0,7.4,1646.69,36.47,0
63.38,1,7.027378,1,12.26,1318.76,19.19,0
52.63,2,7.825524,0,13.46,2469.41,16.52,0
63.95,0,12.466089999999998,1,14.81,818.07,34.58,1
23.31,2,23.92728,0,19.64,841.33,31.2,1
44.8,0,12.0888,1,6.44,231.82,21.9,1
56.88,0,13.854456000000004,1,0.53,1333.75,32.13,0
14.7,3,18.26273,0,0.6,1347.74,21.41,1
28.15,0,13.73772,0,13.97,1338.66,19.12,1
21.8,1,26.017140000000005,1,11.25,221.13,33.27,1
33.83,1,12.572299999999998,0,4.13,1128.16,19.0,0
54.1,0,10.06128,1,10.32,2182.14,21.92,0
61.95,2,12.560304999999998,0,6.59,79.57,33.01,1
56.82,2,6.075425999999999,1,8.58,360.84,14.07,0
38.18,0,18.923102000000004,1,17.64,2378.6,30.61,1
54.94,1,11.652516,0,18.09,2103.84,25.86,0
15.95,3,23.23142,0,5.4,1527.86,27.64,1
36.32,0,8.53312,1,16.24,1398.53,13.4,0
55.0,2,12.698999999999998,0,5.78,2488.54,28.22,0
27.31,2,14.785146,0,18.11,2360.05,20.34,0
34.29,1,16.092379,0,7.76,373.89,24.49,0
19.13,3,19.699932,1,2.44,1721.45,24.36,1
16.22,3,16.487904,1,15.1,1671.25,19.68,1
28.35,1,24.13172,1,15.69,8.91,33.68,1
26.22,2,14.143626,1,1.82,1745.33,19.17,0
11.25,0,29.473875,0,19.01,1003.71,33.21,1
41.4,1,24.354160000000004,1,15.62,2080.15,41.56,0
9.92,2,24.114416,0,16.13,2062.17,26.77,1
22.37,2,14.866145,0,14.41,796.73,19.15,1
26.39,1,25.351284,0,3.34,1277.36,34.44,0
8.94,1,13.804696,1,4.05,2369.57,15.16,0
20.71,0,30.835881,1,17.38,1234.27,38.89,1
31.26,2,22.230516,1,2.13,1224.81,32.34,0
13.91,1,34.126076,0,3.56,1173.19,39.64,1
49.92,1,18.679839999999995,1,15.4,706.73,37.3,0
44.02,0,18.16551,0,7.3,2288.07,32.45,1
57.95,2,14.385305,0,19.75,74.19,34.21,1
27.08,3,17.128908,0,2.88,180.37,23.49,1
16.77,1,19.192838,1,1.18,942.84,23.06,0
43.0,1,8.7552,1,12.43,2200.49,15.36,0
22.24,3,19.727712000000004,1,14.17,775.97,25.37,1
64.02,3,5.033602,1,1.8,1080.2,13.99,0
35.77,0,8.080134,1,15.44,1141.43,12.58,0
63.24,3,11.822015999999996,0,11.4,1566.29,32.16,1
8.01,3,37.145562,0,12.12,1556.42,40.38,1
42.13,0,9.20133,0,6.19,2357.41,15.9,0
32.97,2,27.88448,1,0.68,485.79,41.6,0
32.46,1,8.428992000000001,0,11.98,741.34,12.48,0
41.57,1,16.59412,0,1.59,378.99,28.4,0
11.76,0,36.57548,0,3.02,2374.11,41.45,1
16.02,2,13.64675,1,15.21,527.51,16.25,0
47.05,2,21.36532500000001,1,9.42,2066.02,40.35,0
57.93,1,14.817054,0,19.63,980.44,35.22,0
29.03,0,8.878347,1,7.47,367.99,12.51,0
36.23,0,11.249028,0,1.09,2032.46,17.64,0
23.54,0,22.693328,1,7.77,392.3,29.68,1
28.98,1,17.11582,1,12.46,319.68,24.1,0
27.28,2,24.477552,1,4.26,2187.54,33.66,0
15.83,2,16.41315,0,17.45,317.99,19.5,1
52.66,0,9.060876,1,10.13,305.13,19.14,0
63.25,3,6.309975000000001,1,13.62,307.0,17.17,0
24.79,1,28.940808,0,5.15,2094.61,38.48,1
8.32,0,28.090752,0,1.05,423.28,30.64,1
50.75,1,20.310700000000004,1,14.18,816.32,41.24,0
51.84,1,14.544319999999995,0,3.35,945.44,30.2,0
30.6,2,25.1575,0,2.84,1324.98,36.25,0
41.48,0,22.694056000000003,0,18.87,1918.66,38.78,1
59.61,1,14.487893,1,17.33,2380.61,35.87,0
23.52,0,31.440928,1,12.13,1847.37,41.11,1
31.7,0,14.745970000000002,1,5.42,928.07,21.59,0
24.07,1,26.788104,0,14.87,735.47,35.28,1
15.91,2,13.815987,1,11.74,1034.06,16.43,0
30.71,3,21.084947000000003,0,13.66,1162.28,30.43,1
48.71,1,19.479941999999998,1,1.11,1784.74,37.98,0
47.73,2,8.112304,1,10.68,1656.96,15.52,0
12.02,0,25.435018,1,12.76,883.25,28.91,1
63.55,1,8.19396,1,7.15,636.98,22.48,0
42.49,3,22.118346,1,7.47,2173.52,38.46,0
18.81,0,17.813086000000002,0,13.37,618.36,21.94,1
24.54,2,15.522122,0,19.73,825.86,20.57,1
11.05,1,15.22824,1,3.71,1146.33,17.12,0
17.15,1,15.020705,0,8.9,371.2,18.13,0
35.54,2,23.315182000000004,1,5.67,1757.76,36.17,0
25.25,0,29.003,1,12.04,2256.05,38.8,1
52.15,2,12.21132,1,1.33,1464.45,25.52,0
44.64,3,15.760991999999998,1,18.1,246.47,28.47,1
19.47,3,21.267973,1,12.56,2170.06,26.41,1
41.45,0,12.359904999999998,1,12.28,2095.34,21.11,0
42.56,3,18.300384,1,7.95,459.57,31.86,0
30.25,0,11.17395,1,13.2,1675.21,16.02,0
18.31,2,28.738542,0,0.64,1887.8,35.18,1
42.97,0,11.611308,0,15.06,790.78,20.36,1
61.57,2,5.045859,0,1.82,288.93,13.13,0
43.12,1,21.27312,0,10.42,2143.47,37.4,0
14.03,3,19.25728,0,11.85,1335.02,22.4,1
37.35,3,8.75847,1,9.66,360.25,13.98,0
18.65,3,10.144345,1,5.29,934.44,12.47,1
55.96,2,6.67206,0,10.92,822.04,15.15,0
61.99,1,13.124853,1,5.46,375.6,34.53,0
11.54,3,15.383194,0,12.75,6.76,17.39,1
63.81,3,9.756824,0,19.65,2345.98,26.96,1
8.98,3,18.231306,1,12.62,1026.21,20.03,1
48.5,1,12.98315,1,13.25,1239.53,25.21,0
26.24,2,13.512832,1,12.89,1549.81,18.32,0
30.47,1,20.824235,1,8.88,2084.01,29.95,0
49.02,1,17.960254,0,4.42,747.5,35.23,0
29.65,3,19.029675,1,14.13,712.77,27.05,0
47.1,3,9.44265,1,19.83,1319.28,17.85,0
56.44,2,16.883855999999998,0,4.07,273.22,38.76,1
52.76,1,17.729172000000002,1,10.57,1102.0,37.53,0
55.11,0,15.608253,0,14.7,1729.89,34.77,1
16.99,2,27.218979,1,19.74,2237.95,32.79,1
13.26,2,11.918076,0,8.25,1100.05,13.74,0
48.43,0,17.368776,0,17.33,794.68,33.68,1
41.16,2,7.59036,1,15.04,1617.17,12.9,0
48.88,3,14.216472,1,18.88,1663.01,27.81,0
33.03,1,19.227087,1,13.33,1764.14,28.71,0
63.57,0,4.692184,1,14.81,871.78,12.88,0
16.17,0,31.746421,1,2.32,939.13,37.87,1
47.47,0,8.241957,0,14.06,1807.4,15.69,1
33.69,1,12.161254,0,17.81,503.87,18.34,0
29.03,3,11.759729,0,7.79,2108.3,16.57,0
13.6,0,34.05888,1,15.83,1429.41,39.42,1
18.87,2,16.177322,1,18.7,832.45,19.94,0
64.47,2,13.202948,1,9.99,94.59,37.16,0
47.52,3,11.162496,0,16.98,1583.84,21.27,1
59.51,1,6.652507000000001,1,1.57,1285.9,16.43,0
24.05,1,16.427985,0,5.42,122.24,21.63,1
35.92,1,8.061264000000001,1,19.51,2379.3,12.58,0
39.02,2,17.989099999999997,1,19.62,454.08,29.5,0
42.75,2,21.680575,0,9.36,1013.21,37.87,0
30.97,0,17.216082,1,6.76,1529.87,24.94,0
25.33,3,17.973069000000002,1,18.5,264.79,24.07,1
52.13,0,16.677908000000002,1,6.28,901.88,34.84,0
63.72,1,12.034076,1,4.36,937.31,33.17,0
59.96,2,15.427412,1,13.01,319.22,38.53,0
33.08,1,20.818812,0,5.6,80.72,31.11,1
18.63,2,14.48386,1,8.38,130.33,17.8,1
63.94,1,9.350358,1,15.16,45.69,25.93,0
41.85,0,22.393564999999995,1,0.8,395.63,38.51,0
34.58,1,17.355926,1,16.71,1240.78,26.53,0
38.64,3,13.026728,0,9.35,2485.12,21.23,0
34.49,3,16.593683,0,4.34,147.43,25.33,1
57.98,1,10.803342,0,6.57,816.98,25.71,0
25.24,3,13.299804,1,5.21,2130.35,17.79,0
25.58,3,29.820094,0,6.84,1721.35,40.07,1
32.65,1,17.234865,0,18.89,2293.43,25.59,0
45.93,3,10.754523,1,2.63,1395.41,19.89,0
49.86,1,9.742202,1,2.99,1133.15,19.43,0
36.65,3,25.35267,0,19.21,1421.79,40.02,1
45.39,1,7.224903,1,16.82,1369.89,13.23,0
58.64,3,9.938808,0,17.03,168.61,24.03,1
28.77,1,25.920597,1,15.72,1122.74,36.39,0
38.16,3,24.909152,0,12.31,240.66,40.28,1
17.41,2,24.430122,0,11.58,411.89,29.58,1
38.32,1,9.332184000000002,0,9.98,1930.9,15.13,0
34.01,1,22.430001000000004,0,7.95,1418.19,33.99,0
44.91,0,21.953365,1,7.92,931.55,39.85,0
52.56,0,8.216607999999999,0,10.65,1318.97,17.32,1
20.43,3,27.395951,1,3.85,234.75,34.43,1
48.75,1,18.916374999999995,1,13.9,1930.42,36.91,0
52.82,1,10.271086,0,17.26,581.12,21.77,0
10.65,1,16.77993,1,16.29,1834.66,18.78,0
42.87,2,21.560862000000004,0,16.84,2140.88,37.74,0
23.94,1,18.056644,0,8.36,1111.88,23.74,0
27.3,3,25.72853,1,10.57,1506.56,35.39,1
40.13,0,8.591345,1,4.55,1710.85,14.35,0
40.89,2,20.03829,0,18.32,1256.37,33.9,0
64.98,1,5.445609999999999,1,18.07,656.09,15.55,0
52.02,1,10.325296,0,15.85,878.6,21.52,0
8.25,2,22.231025,0,15.85,1072.84,24.23,1
16.79,0,31.378491000000004,1,5.34,1911.35,37.71,1
58.39,2,5.167962,0,0.55,501.81,12.42,0
40.26,2,18.04148,0,6.43,837.62,30.2,0
36.17,3,12.146849,0,2.23,2297.61,19.03,0
58.71,2,9.063155,0,1.23,718.1,21.95,0
31.86,0,21.266494,0,6.96,1046.97,31.21,1
47.84,0,17.311904,0,3.98,1403.09,33.19,1
38.25,1,15.8327,0,8.58,2174.65,25.64,0
34.81,0,12.633822,0,16.89,1310.12,19.38,1
64.88,2,13.306968000000005,1,9.94,760.59,37.89,0
47.07,2,18.440812,1,6.7,2197.58,34.84,0
41.91,2,17.676786999999997,0,13.25,709.38,30.43,0
63.69,0,13.961195,1,9.17,2084.92,38.45,0
16.29,0,12.430935,0,12.83,732.84,14.85,1
42.98,0,12.464572,0,10.92,2088.37,21.86,1
23.69,3,31.248945000000003,0,14.45,1300.73,40.95,1
19.82,0,32.240378,0,13.69,2219.33,40.21,1
44.63,3,8.443925,1,4.96,314.98,15.25,0
30.87,0,25.979054,1,16.83,1380.86,37.58,1
26.57,3,28.843304,1,3.46,946.32,39.28,0
29.09,2,27.676173,1,17.25,2183.15,39.03,0
59.69,1,7.046188000000001,1,2.11,1308.98,17.48,0
63.45,0,6.169639999999999,1,1.2,2447.66,16.88,0
32.99,3,19.821558,0,6.94,2422.54,29.58,0
10.81,2,34.748424,0,17.96,1877.72,38.96,1
60.41,1,8.028852,0,18.74,2438.43,20.28,0
29.9,2,16.17908,0,9.67,1743.44,23.08,0
46.14,1,14.951536,1,7.38,1191.36,27.76,0
22.86,1,21.275212,1,16.21,65.28,27.58,1
20.29,1,28.145601000000003,1,2.7,1052.17,35.31,0
22.77,0,20.326936,0,9.52,722.84,26.32,1
51.65,3,15.824955,1,12.4,1369.29,32.73,1
55.74,2,6.183122,0,11.13,806.74,13.97,0
35.94,2,9.275888000000002,1,17.09,1535.39,14.48,0
56.21,1,17.796256,1,12.5,1274.35,40.64,0
16.84,1,13.738032,0,2.95,2004.09,16.52,0
57.47,1,13.869033,1,7.27,919.82,32.61,0
49.7,2,13.470339999999998,1,18.62,49.52,26.78,0
44.08,2,12.654696,0,10.42,2414.31,22.63,0
61.78,0,9.256884,1,10.38,1912.97,24.22,0
23.78,1,26.379742,0,8.13,528.16,34.61,1
61.53,0,10.471534,1,1.15,2045.32,27.22,0
45.88,2,11.197428,1,19.95,1372.4,20.69,0
55.51,2,17.871633000000003,1,1.59,1180.09,40.17,0
51.07,1,18.64233,1,18.27,2370.21,38.1,0
44.27,1,14.478653999999995,0,14.73,1904.72,25.98,0
35.04,3,20.585824,1,1.18,1842.37,31.69,0
62.64,1,11.159432000000002,0,1.61,1759.08,29.87,0
51.51,0,17.373967,0,13.86,183.83,35.83,1
30.83,1,19.92096,1,13.32,945.51,28.8,0
16.39,2,14.765526,1,9.27,279.51,17.66,1
42.97,1,16.150896,0,7.59,503.97,28.32,0
22.39,2,23.888358,0,9.22,899.45,30.78,1
15.52,2,34.535424,1,1.29,2385.24,40.88,0
60.76,0,8.299259999999999,1,9.1,861.65,21.15,0
42.54,1,17.531046,1,13.99,1923.11,30.51,0
51.11,0,15.561687,0,17.06,1622.13,31.83,1
34.34,1,16.789262,1,4.91,1331.92,25.57,0
51.4,0,16.480259999999998,1,7.11,321.49,33.91,0
54.06,0,17.728246000000002,0,15.18,1450.04,38.59,1
60.88,3,8.356031999999999,0,8.64,2040.11,21.36,0
10.19,1,27.39205,1,5.32,1877.06,30.5,0
49.17,3,11.573991,1,6.28,1558.86,22.77,0
54.31,0,16.320467999999998,1,14.67,2480.03,35.72,1
27.84,0,19.80792,1,6.1,2254.27,27.45,0
44.64,2,15.118816,0,9.44,1081.64,27.31,0
47.79,0,19.959883,1,12.82,2483.89,38.23,1
21.52,3,12.3606,1,16.51,487.46,15.75,1
46.36,1,17.191619999999997,0,6.76,329.2,32.05,0
47.25,1,14.084250000000004,1,12.13,2047.21,26.7,0
45.4,1,10.96914,1,16.32,672.48,20.09,0
52.17,1,13.8707,1,1.45,1216.73,29.0,0
54.34,3,14.752746000000002,1,18.52,2118.38,32.31,1
60.24,3,9.427096,1,6.37,1214.34,23.71,0
43.22,2,10.02167,1,10.96,1966.47,17.65,0
32.77,0,19.402578,1,1.5,846.74,28.86,0
17.77,2,28.64893200000001,1,14.03,1388.44,34.84,1
54.54,3,17.602111999999998,0,4.12,839.04,38.72,1
45.36,3,9.31612,0,14.86,158.48,17.05,1
8.19,1,30.985875,0,18.6,2103.16,33.75,1
60.63,1,14.440915999999998,1,13.4,2384.87,36.68,0
44.98,3,10.354764,1,13.9,720.84,18.82,0
16.18,3,13.863828,0,19.99,1595.8,16.54,1
43.92,1,14.939712,1,3.57,156.39,26.64,0
25.52,3,27.200096,0,17.02,1748.03,36.52,1
21.67,3,11.866995,0,7.93,799.42,15.15,1
15.44,1,29.629824,1,2.5,206.06,35.04,1
50.51,1,19.291202,1,3.08,2218.52,38.98,0
42.73,0,7.811628,1,8.93,1538.95,13.64,0
63.04,3,10.69992,0,5.62,2336.09,28.95,0
41.75,1,14.9586,0,15.95,788.32,25.68,0
61.95,3,15.942949999999998,0,7.69,2016.14,41.9,1
38.62,3,12.908214,1,14.43,1811.41,21.03,0
45.66,1,22.230494000000004,1,5.55,2330.01,40.91,0
40.85,3,16.999709999999997,1,7.48,2366.98,28.74,0
57.78,0,15.097872,0,5.02,2075.77,35.76,1
24.22,3,30.024036,1,3.26,206.96,39.62,1
50.52,3,6.35818,1,10.1,814.25,12.85,0
36.94,2,25.343814,1,17.93,2227.31,40.19,0
59.8,1,13.27404,0,10.74,159.52,33.02,1
56.17,0,10.317582,1,13.07,1877.04,23.54,0
59.3,0,13.36995,1,9.47,1050.6,32.85,0
25.69,1,21.936312,0,9.53,1046.79,29.52,0
10.93,1,16.950021000000003,1,15.86,2138.4,19.03,0
62.91,1,8.538118,0,3.6,1929.26,23.02,0
17.88,1,12.769660000000002,0,15.8,588.56,15.55,1
38.86,3,19.326354,1,18.75,978.06,31.61,1
50.06,0,9.768264,1,2.17,1362.48,19.56,0
48.27,2,16.801903999999997,0,5.38,719.1,32.48,0
33.79,0,22.220076,1,17.14,1309.8,33.56,1
21.85,3,16.75536,1,8.06,2346.48,21.44,1
55.14,1,14.059124,1,12.48,399.38,31.34,0
27.49,2,27.54654900000001,0,7.15,1093.35,37.99,0
63.37,0,12.278376000000003,0,9.65,1325.61,33.52,1
12.48,1,21.109824,0,14.06,379.98,24.12,1
44.53,2,17.317733999999998,0,5.4,180.68,31.22,1
39.08,3,13.67654,1,11.15,988.66,22.45,0
14.44,2,17.873484,1,18.15,266.6,20.89,1
24.06,3,24.543808,1,18.81,1316.04,32.32,1
18.24,3,32.777584000000004,0,5.97,593.26,40.09,1
52.37,0,16.770523,1,2.75,1102.16,35.21,0
15.92,0,28.604016,1,11.47,84.45,34.02,1
11.88,2,34.780964,0,7.66,77.69,39.47,1
8.59,2,29.360892,1,3.67,642.23,32.12,0
34.71,2,9.362586,1,13.23,1471.08,14.34,0
50.75,0,6.348325000000001,1,10.57,1211.42,12.89,0
34.01,2,14.78176,0,17.32,459.75,22.4,0
11.69,3,32.692362,1,10.36,1120.05,37.02,1
53.73,1,6.949754,1,18.61,554.13,15.02,0
18.44,2,20.259504,0,17.46,706.56,24.84,1
59.28,1,14.023968,0,11.82,837.67,34.44,0
48.37,3,17.610993,0,15.05,1744.32,34.11,1
62.65,1,6.3569700000000005,1,8.45,534.55,17.02,0
11.68,0,11.728896,1,12.76,447.57,13.28,1
58.88,0,6.677887999999999,0,4.63,1094.66,16.24,0
24.81,1,12.474021,0,15.39,2494.43,16.59,1
28.26,2,29.083396,0,17.06,1238.91,40.54,0
33.38,3,20.305776,1,3.69,1255.22,30.48,0
42.46,0,23.93664,1,0.6,2484.81,41.6,0
16.71,2,28.710063,0,3.2,1138.98,34.47,1
31.12,1,27.421128,0,3.55,1903.74,39.81,0
49.0,0,6.1302,1,4.79,1336.32,12.02,0
47.63,1,14.993531,1,1.89,2126.15,28.63,0
21.18,1,31.701404,1,3.36,353.83,40.22,0
37.58,3,12.121964000000002,0,13.94,2353.78,19.42,1
17.86,3,11.318892,0,19.38,2041.72,13.78,1
59.07,2,8.681253,1,10.2,1858.44,21.21,0
36.95,0,8.934185,0,10.65,1226.57,14.17,1
22.63,1,13.679016,0,11.15,2154.9,17.68,1
46.2,0,9.0922,0,12.58,1270.46,16.9,1
63.54,2,9.355636,1,5.46,916.39,25.66,0
57.33,3,8.858292,1,7.29,1594.03,20.76,0
21.49,0,30.579645000000003,0,19.36,648.99,38.95,1
16.19,0,27.179583,1,15.62,1681.45,32.43,1
11.12,3,35.587552,1,4.01,601.58,40.04,1
56.47,3,12.36252,0,3.93,2052.74,28.4,0
61.22,1,6.119484,1,14.78,152.96,15.78,0
53.87,3,19.028625,0,19.06,2130.48,41.25,1
23.48,0,9.817516,1,8.5,1652.49,12.83,1
18.32,2,20.199464,1,17.96,319.9,24.73,0
50.92,3,10.11048,1,2.86,463.45,20.6,0
11.34,2,11.623326,0,2.31,1453.52,13.11,0
54.78,0,17.690063999999996,0,3.11,2004.71,39.12,1
21.51,0,30.030273999999995,1,11.29,1036.23,38.26,1
18.09,3,29.4876,0,8.11,2146.34,36.0,1
45.81,1,18.478790000000004,0,5.02,709.84,34.1,0
24.35,3,20.36498,0,4.2,2139.35,26.92,1
38.46,2,14.160354,0,18.21,2325.54,23.01,0
57.07,0,14.33862,0,16.17,1500.97,33.4,1
47.31,1,21.450099,1,5.07,1881.1,40.71,0
56.66,1,8.90637,0,4.17,2190.44,20.55,0
26.2,3,24.47208,0,2.8,857.84,33.16,1
28.82,0,26.749444,0,15.54,982.4,37.58,1
62.93,0,7.243478,0,18.59,1081.58,19.54,1
25.9,2,25.38666,0,3.91,1001.29,34.26,0
25.1,2,12.08886,0,11.16,1236.01,16.14,0
61.55,3,8.047585000000002,0,3.55,203.63,20.93,1
28.62,2,27.966684,1,12.3,2460.88,39.18,0
30.37,3,10.667316,0,18.25,1415.13,15.32,1
32.68,1,26.712576,0,19.04,2254.73,39.68,0
30.03,2,12.475651,1,3.03,256.67,17.83,0
31.21,1,19.632666,1,2.39,2379.47,28.54,0
14.54,1,28.124886,0,6.3,2054.66,32.91,1
8.25,0,26.212975,1,16.6,1373.56,28.57,1
23.44,2,18.420336,1,6.37,776.17,24.06,0
19.44,3,17.868208,0,19.99,1260.92,22.18,1
53.59,1,7.142499,1,3.74,66.24,15.39,0
25.34,0,10.556924,0,15.82,989.53,14.14,1
46.23,3,18.636682,1,6.05,632.05,34.66,0
50.53,0,6.7872840000000005,0,9.49,1114.28,13.72,0
31.86,1,18.36373,0,2.1,202.85,26.95,0
50.85,3,10.926044999999998,0,15.52,2215.12,22.23,1
29.39,0,19.0647,1,10.91,670.51,27.0,0
55.0,3,6.763499999999999,0,7.87,1597.19,15.03,0
43.45,3,16.55784,0,13.43,1623.54,29.28,1
62.09,1,8.082412,1,5.68,639.42,21.32,0
46.86,0,8.90095,1,3.64,2055.52,16.75,0
25.96,3,25.721496,1,18.08,2148.48,34.74,1
40.71,0,23.502556,0,14.35,737.31,39.64,1
45.68,2,17.420424,0,4.24,638.69,32.07,0
57.24,0,11.746172,0,5.32,460.44,27.47,0
35.86,1,21.435588,1,14.03,1931.41,33.42,0
44.12,3,14.847316,1,10.33,1924.18,26.57,0
34.98,3,26.144542000000005,0,18.15,1848.92,40.21,1
39.47,3,11.839667999999998,1,13.03,921.57,19.56,0
30.74,1,23.624586,0,4.99,1061.21,34.11,0
60.82,1,13.740426,0,3.5,1888.23,35.07,0
64.39,3,4.330176,0,1.71,1046.81,12.16,0
24.96,3,22.17432,1,19.86,1626.03,29.55,1
8.33,2,23.146675,0,4.11,265.01,25.25,1
41.14,3,8.29926,0,7.13,1842.7,14.1,0
24.18,1,14.307234,1,9.26,2247.0,18.87,0
41.5,1,16.7544,0,19.77,546.0,28.64,0
53.29,2,13.798134,1,13.73,481.52,29.54,0
20.2,3,12.65628,1,14.63,1493.8,15.86,1
50.39,3,17.938975999999997,1,7.47,2353.17,36.16,0
